scope,runs,id,title_ua,title_en,competition,count,frequency,frequency_percent
competition:league|formation:3-5-2|mode:normal,10000,26,Потужно,Powerful Stuff,League,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,27,Сухий закон,Prohibition,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,28,На класі,Pure Class,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,29,Нерви зі сталі,Nerves of Steel,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,31,Я так бачу,Trust My Eyes,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,32,Монобільшість,Single-Party Majority,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,33,Коаліція,Coalition,Both,1832,0.1832,18.32
competition:league|formation:3-5-2|mode:normal,10000,34,Три мушкетери,The Three Musketeers,Both,13,0.0013,0.13
competition:league|formation:3-5-2|mode:normal,10000,35,Автобус припарковано,Bus Parked,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:normal,10000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:normal,10000,38,Ящик горілки,A Crate of Vodka,Both,15,0.0015,0.15
competition:league|formation:3-5-2|mode:normal,10000,39,Полтавська битва,Battle of Poltava,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,40,Дніпровський тандем,Dnipro Tandem,Both,7,0.0007,0.06999999999999999
competition:league|formation:3-5-2|mode:normal,10000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,44,ООН,United Nations,Both,8,0.0008,0.08
competition:league|formation:3-5-2|mode:normal,10000,45,Балканський експрес,Balkan Express,Both,2,0.0002,0.02
competition:league|formation:3-5-2|mode:normal,10000,46,Латиноамериканський квартал,Latin Quarter,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,1107,0.1107,11.07
competition:league|formation:3-5-2|mode:normal,10000,48,Жити по-новому,Living a New Way,Both,813,0.0813,8.129999999999999
competition:league|formation:3-5-2|mode:normal,10000,49,Назад у 90-ті,Back to the ’90s,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:normal,10000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,51,Нічия влаштовує,A Draw Will Do,League,44,0.0044,0.44
competition:league|formation:3-5-2|mode:normal,10000,52,"Маємо те, що маємо",It Is What It Is,League,332,0.0332,3.32
competition:league|formation:3-5-2|mode:normal,10000,53,На тоненького,By a Thread,League,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,54,Бавовна,Bavovna,League,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,55,Захист для слабаків,Defense Optional,League,8,0.0008,0.08
competition:league|formation:3-5-2|mode:normal,10000,56,Лото «Забава»,The Lottery,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,57,На 120-й,In the 120th,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,25,0.0025,0.25
competition:league|formation:3-5-2|mode:normal,10000,60,На мінімалках,Bare Minimum,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,61,Динамівські серця,Hearts of “Dynamo”,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,62,Фінал 2006,Final 2006,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,63,Легенда «Барселони»,Barcelona’s Legend,Both,32,0.0032,0.32
competition:league|formation:3-5-2|mode:normal,10000,64,Промислова революція,Industrial Revolution,Both,269,0.0269,2.69
competition:league|formation:3-5-2|mode:normal,10000,65,Два крила,Two Wings,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:normal,10000,66,Крізь роки,Through the Years,Both,4,0.0004,0.04
competition:league|formation:3-5-2|mode:normal,10000,67,Кобзарі,The Kobzars,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,68,Акт Злуки,Act of Unity,Both,1159,0.1159,11.59
competition:league|formation:3-5-2|mode:normal,10000,69,Кордони 1991,Borders of 1991,Both,23,0.0023,0.22999999999999998
competition:league|formation:3-5-2|mode:normal,10000,70,Львівське метро,Lviv Metro,Both,77,0.0077,0.77
competition:league|formation:3-5-2|mode:normal,10000,71,Котлета по-київськи,Chicken Kyiv,Both,36,0.0036,0.36
competition:league|formation:3-5-2|mode:normal,10000,72,Кубок світу,World Cup,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,73,Кубок Африки,Africa Cup,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,74,День бабака,Groundhog Day,Cup,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,75,Стара школа,Old School,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,76,Так!,Yes!,Both,498,0.0498,4.9799999999999995
competition:league|formation:3-5-2|mode:normal,10000,77,Покращення вже сьогодні,A Better Life Today,Both,1365,0.1365,13.65
competition:league|formation:3-5-2|mode:normal,10000,78,Опорник із Запоріжжя,CDM from Zaporizhzhia,Both,87,0.0087,0.8699999999999999
competition:league|formation:3-5-2|mode:normal,10000,79,Мужики,The Lads,Both,71,0.0071,0.7100000000000001
competition:league|formation:3-5-2|mode:normal,10000,80,Бойся Бога і пацанов с Крівова Рога,Fear God and Chaps from Kryvyi Rih,Both,90,0.009,0.8999999999999999
competition:league|formation:3-5-2|mode:normal,10000,81,Олександрійське диво,Oleksandriya Miracle,Both,15,0.0015,0.15
competition:league|formation:3-5-2|mode:normal,10000,82,Ковалівка в Європі,Kovalivka in Europe,Both,24,0.0024,0.24
competition:league|formation:3-5-2|mode:normal,10000,83,Потримай моє пиво,Hold My Beer,Both,47,0.0047,0.47000000000000003
competition:league|formation:3-5-2|mode:normal,10000,84,Українське класичне,Ukrainian Clásico,Both,47,0.0047,0.47000000000000003
competition:league|formation:3-5-2|mode:normal,10000,85,"Ми всі різні, але ми українці",United Ukraine,Both,171,0.0171,1.71
competition:league|formation:3-5-2|mode:normal,10000,86,Міміно,Mimino,Both,4,0.0004,0.04
competition:league|formation:3-5-2|mode:normal,10000,87,Суперорли,Super Eagles,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:normal,10000,88,Лінія Мажино,Maginot Line,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,89,П’ять пальців,Five Fingers,Both,0,0,0
competition:league|formation:3-5-2|mode:normal,10000,90,П’ятий елемент,The Fifth Element,Both,28,0.0028,0.27999999999999997
competition:league|formation:3-5-2|mode:normal,10000,91,Тризуб,Tryzub,Both,4554,0.4554,45.540000000000006
competition:league|formation:3-5-2|mode:normal,10000,92,Дуплет,Double Tap,Both,273,0.0273,2.73
competition:league|formation:3-5-2|mode:normal,10000,93,Це нормально,This Is Fine,League,2,0.0002,0.02
competition:league|formation:3-5-2|mode:normal,10000,94,Кийов і Львов не указ Ужгородови,Kyiv and Lviv Don’t Rule Uzhorod,Both,362,0.0362,3.62
competition:league|formation:3-5-2|mode:normal,10000,95,Албанська мафія,"Ti Shqipëri, më jep nder",Both,4,0.0004,0.04
competition:league|formation:3-5-2|mode:hardcore,10000,1,Кєнти,Kents,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,2,Файне місто,Faine Misto,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,3,Третя сила,The Third Force,Both,14,0.0014,0.13999999999999999
competition:league|formation:3-5-2|mode:hardcore,10000,4,Мрія Луческу,Lucescu’s Dream,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,5,Іноземний легіон,Foreign Legion,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,6,Слава Україні!,Slava Ukraini!,Both,819,0.0819,8.19
competition:league|formation:3-5-2|mode:hardcore,10000,7,Донбас порожняк не гонить,Donbas Delivers,Both,2,0.0002,0.02
competition:league|formation:3-5-2|mode:hardcore,10000,8,Крим — це Україна!,Crimea Is Ukraine!,Both,117,0.0117,1.17
competition:league|formation:3-5-2|mode:hardcore,10000,9,Кубок Львову!,Cup to Lviv!,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,10,Зрада,Zrada,Both,5274,0.5274,52.739999999999995
competition:league|formation:3-5-2|mode:hardcore,10000,11,За Вами виїхала СБУ,SBU Is Coming for You,Both,1559,0.1559,15.590000000000002
competition:league|formation:3-5-2|mode:hardcore,10000,12,Перед каждою ігрою!..,Before Every Game!..,League,1600,0.16,16
competition:league|formation:3-5-2|mode:hardcore,10000,13,"Здається, Бог наказує нас за щось","Apparently, God Punishes Us",Both,1532,0.1532,15.32
competition:league|formation:3-5-2|mode:hardcore,10000,14,Перші назавжди,First Forever,League,8,0.0008,0.08
competition:league|formation:3-5-2|mode:hardcore,10000,15,Весна 1999,Spring 1999,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,16,Стамбул 2009,Istanbul 2009,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,17,Варшава 2015,Warsaw 2015,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,18,Ударна пара,Strike Partnership,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,19,Золотий м’яч,Ballon d’Or,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:hardcore,10000,20,СаШо,SaSho,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,21,Німеччина 2006,Germany 2006,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,22,Перший Кубок,The First Cup,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,23,Непереможні,Invincibles,League,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,24,Безкомпромісні,No Compromises,League,3,0.0003,0.03
competition:league|formation:3-5-2|mode:hardcore,10000,25,Ідеально збалансовано,Perfectly Balanced,League,127,0.0127,1.27
competition:league|formation:3-5-2|mode:hardcore,10000,26,Потужно,Powerful Stuff,League,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,27,Сухий закон,Prohibition,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,28,На класі,Pure Class,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,29,Нерви зі сталі,Nerves of Steel,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,30,Завдання провалено успішно,Task Failed Successfully,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,31,Я так бачу,Trust My Eyes,Both,67,0.0067,0.67
competition:league|formation:3-5-2|mode:hardcore,10000,32,Монобільшість,Single-Party Majority,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,33,Коаліція,Coalition,Both,1832,0.1832,18.32
competition:league|formation:3-5-2|mode:hardcore,10000,34,Три мушкетери,The Three Musketeers,Both,13,0.0013,0.13
competition:league|formation:3-5-2|mode:hardcore,10000,35,Автобус припарковано,Bus Parked,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,36,"Гдє «Дінамо», гдє?",Where TF “Dynamo” at?,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:hardcore,10000,37,На благо города і всєх харьковчан,For the Good of Kharkiv and All of the Citizens,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:hardcore,10000,38,Ящик горілки,A Crate of Vodka,Both,15,0.0015,0.15
competition:league|formation:3-5-2|mode:hardcore,10000,39,Полтавська битва,Battle of Poltava,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,40,Дніпровський тандем,Dnipro Tandem,Both,7,0.0007,0.06999999999999999
competition:league|formation:3-5-2|mode:hardcore,10000,41,Серце «Шахтаря»,Heart of Shakhtar,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,42,Бразильський трикутник,Brazilian Triangle,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,43,Слава нації,"Good Evening, We Are from Ukraine",Both,2,0.0002,0.02
competition:league|formation:3-5-2|mode:hardcore,10000,44,ООН,United Nations,Both,8,0.0008,0.08
competition:league|formation:3-5-2|mode:hardcore,10000,45,Балканський експрес,Balkan Express,Both,2,0.0002,0.02
competition:league|formation:3-5-2|mode:hardcore,10000,46,Латиноамериканський квартал,Latin Quarter,Both,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,47,Різні епохи. Один склад.,Different Eras. One Squad.,Both,1107,0.1107,11.07
competition:league|formation:3-5-2|mode:hardcore,10000,48,Жити по-новому,Living a New Way,Both,813,0.0813,8.129999999999999
competition:league|formation:3-5-2|mode:hardcore,10000,49,Назад у 90-ті,Back to the ’90s,Both,1,0.0001,0.01
competition:league|formation:3-5-2|mode:hardcore,10000,50,Пропало все. Господи допоможи,Everything Is Lost. God Save Us All,League,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,51,Нічия влаштовує,A Draw Will Do,League,44,0.0044,0.44
competition:league|formation:3-5-2|mode:hardcore,10000,52,"Маємо те, що маємо",It Is What It Is,League,332,0.0332,3.32
competition:league|formation:3-5-2|mode:hardcore,10000,53,На тоненького,By a Thread,League,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,54,Бавовна,Bavovna,League,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,55,Захист для слабаків,Defense Optional,League,8,0.0008,0.08
competition:league|formation:3-5-2|mode:hardcore,10000,56,Лото «Забава»,The Lottery,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,57,На 120-й,In the 120th,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,58,"Пливли-пливли, а на березі...",Ch-ch-ch-choke Me!,Cup,0,0,0
competition:league|formation:3-5-2|mode:hardcore,10000,59,"I Am from Bosnia, Take Me to America","I Am from Bosnia, Take Me to America",Both,25,0.0025,0.25
competition:league|formation:3-5-2|mode:hardcore,10000,60,На мінімалках,Bare Minimum,Cup,0,0,0
